cluster_id,cliente_id
5,80457
3,80460
5,80464
5,80467
5,80468
5,80470
5,80471
5,80473
5,80474
5,80478
1,80479
5,80480
5,80483
5,80484
5,80485
4,80489
3,80495
5,80497
5,80498
5,80499
5,80508
5,80511
2,80512
5,80513
5,80514
5,80516
5,80517
3,80520
5,80524
5,80527
5,80532
5,80538
0,80540
5,80541
2,80544
3,80546
5,80550
5,80551
3,80555
5,80557
5,80559
0,80561
5,80566
5,80568
5,80570
5,80572
5,80574
5,80578
0,80581
0,80582
0,80584
1,80586
2,80589
5,80592
5,80594
5,80598
5,80599
5,80601
0,80604
5,80607
5,80608
0,80612
5,80614
5,80615
5,80619
5,80621
5,80622
5,80623
5,80627
5,80630
5,80631
5,80632
2,80633
5,80636
3,80637
5,80640
5,80647
5,80648
5,80653
5,80659
3,80661
5,80667
5,80670
5,80671
5,80673
5,80674
5,80680
5,80683
5,80687
1,80689
5,80694
5,80699
5,80706
0,80710
5,80713
5,80715
5,80720
5,80722
0,80725
5,80729
5,80730
5,80732
5,80733
0,80734
5,80735
5,80736
5,80739
0,80741
0,80747
5,80748
5,80749
1,80751
5,80752
0,80753
0,80754
5,80756
5,80764
5,80769
5,80772
5,80773
5,80777
5,80779
5,80781
5,80786
5,80787
5,80789
5,80792
5,80793
5,80794
5,80797
4,80798
0,80801
5,80805
5,80808
5,80809
5,80813
5,80815
5,80816
5,80818
5,80820
0,80828
5,80829
5,80832
5,80834
5,80841
5,80846
5,80852
5,80853
5,80854
5,80861
5,80863
5,80864
5,80865
0,80867
5,80870
5,80871
3,80872
3,80873
0,80875
5,80876
5,80877
5,80881
5,80882
5,80883
1,80886
5,80893
3,80894
0,80897
5,80899
5,80905
5,80910
2,80911
1,80912
5,80916
5,80917
0,80918
5,80922
0,80923
5,80924
5,80925
5,80926
5,80929
3,80930
5,80933
5,80935
5,80936
5,80940
5,80944
5,80948
5,80951
1,80952
0,80955
5,80956
0,80963
5,80966
5,80973
5,80975
5,80977
5,80978
0,80979
0,80980
5,80985
3,80988
0,80992
5,80994
5,80997
5,80999
5,81002
0,81003
3,81014
5,81021
5,81023
5,81025
5,81034
5,81036
5,81039
5,81043
3,81045
5,81046
5,81054
5,81056
5,81062
5,81063
5,81064
5,81066
5,81069
5,81071
5,81074
3,81077
5,81079
5,81084
5,81087
5,81088
5,81089
5,81093
5,81094
5,81103
5,81105
3,81107
2,81110
5,81115
0,81121
5,81123
5,81125
5,81127
5,81128
5,81129
5,81131
5,81132
3,81135
5,81136
5,81138
5,81140
5,81142
0,81144
5,81149
0,81150
3,81151
5,81154
0,81160
5,81162
4,81167
5,81171
5,81172
4,81173
5,81176
5,81178
5,81182
4,81188
5,81194
5,81198
5,81201
5,81203
0,81205
3,81207
3,81208
5,81216
5,81218
5,81219
5,81223
5,81224
5,81228
5,81230
5,81231
5,81232
0,81235
5,81238
5,81239
5,81242
5,81243
5,81245
5,81247
5,81248
5,81251
5,81252
1,81253
5,81254
5,81255
0,81261
5,81262
5,81263
5,81266
5,81272
5,81274
5,81275
5,81277
5,81279
0,81280
5,81281
5,81283
5,81284
5,81285
5,81286
5,81287
5,81288
5,81290
5,81292
5,81293
1,81295
5,81296
5,81297
5,81298
5,81299
0,81301
5,81303
5,81304
5,81305
5,81306
5,81308
0,81310
5,81311
2,81312
5,81313
5,81314
0,81315
5,81317
5,81319
5,81323
5,81324
4,81325
0,81326
5,81327
5,81328
5,81329
5,81331
5,81332
5,81333
5,81336
5,81337
5,81338
0,81339
5,81343
5,81345
0,81349
5,81352
5,81353
5,81356
5,81358
0,81361
0,81363
5,81364
5,81365
5,81366
5,81367
5,81369
5,81371
5,81372
5,81373
5,81375
5,81376
5,81379
0,81380
5,81381
0,81389
0,81390
5,81391
5,81392
5,81394
5,81395
5,81396
5,81397
5,81398
5,81399
5,81401
5,81404
5,81405
5,81406
5,81412
5,81414
5,81415
5,81417
5,81418
5,81422
0,81423
5,81425
5,81426
5,81427
5,81428
3,81430
5,81431
5,81434
0,81439
5,81440
2,81441
5,81442
0,81445
5,81448
5,81450
5,81452
5,81456
5,81457
5,81458
5,81459
5,81460
5,81461
5,81462
5,81463
5,81464
0,81465
5,81467
5,81470
2,81473
0,81474
0,81475
3,81476
5,81478
5,81484
0,81487
5,81489
5,81490
5,81491
5,81492
5,81493
5,81496
5,81499
5,81500
5,81501
5,81504
5,81505
5,81506
5,81510
5,81511
5,81512
5,81514
5,81519
5,81520
5,81521
5,81523
5,81524
0,81527
5,81528
5,81531
0,81533
5,81534
5,81535
5,81536
5,81540
5,81541
5,81545
5,81546
5,81547
5,81550
5,81551
5,81552
5,81553
5,81554
5,81555
5,81557
5,81559
5,81560
5,81562
5,81563
5,81564
5,81568
0,81569
0,81570
5,81573
5,81574
5,81576
5,81577
5,81579
5,81580
5,81583
5,81584
5,81585
5,81586
5,81590
5,81591
5,81593
5,81594
5,81595
5,81597
5,81598
5,81599
0,81602
5,81604
0,81609
5,81610
5,81611
5,81616
5,81617
5,81619
5,81623
5,81625
5,81626
5,81629
5,81638
5,81641
5,81642
5,81643
5,81646
5,81648
5,81649
5,81651
5,81653
5,81656
5,81664
5,81667
5,81674
5,81676
5,81687
5,81697
5,81714
5,81719
5,81725
5,81729
5,81733
5,81750
5,81752
5,81761
5,81762
5,81764
5,81765
5,81768
5,81771
5,81779
5,81780
5,81789
5,81795
5,81815
5,81816
5,81819
5,81831
5,81832
5,81849
5,81854
5,81857
5,81869
5,81878
5,81882
5,81888
5,81889
5,81890
5,81893
5,81896
5,81897
5,81900
5,81901
5,81909
5,81910
5,81919
5,81921
5,81927
5,81932
5,81940
5,81944
5,81945
5,81946
5,81948
5,81952
5,81955
5,81965
5,81980
0,81981
0,81982
4,81991
5,81992
5,81993
5,81994
5,81995
5,82003
5,82005
5,82008
5,82013
5,82015
5,82016
5,82017
2,82019
5,82020
5,82024
5,82032
5,82036
5,82038
5,82039
1,82043
5,82044
0,82045
5,82050
5,82052
5,82060
5,82069
5,82080
5,82085
5,82086
5,82087
0,82092
0,82096
4,82104
5,82107
5,82109
5,82114
5,82116
5,82120
5,82125
5,82128
5,82131
5,82136
5,82147
5,82150
0,82152
2,82157
5,82158
5,82160
5,82167
5,82171
5,82177
5,82179
5,82180
5,82181
3,82191
5,82196
5,82197
5,82200
5,82206
5,82217
5,82219
5,82223
5,82224
5,82225
4,82227
5,82228
5,82229
5,82230
5,82232
5,82233
5,82241
5,82242
5,82245
0,82247
5,82254
5,82259
5,82260
5,82261
5,82262
5,82263
5,82265
5,82273
5,82275
5,82283
5,82284
0,82302
5,82306
0,82309
5,82317
5,82320
5,82325
0,82327
5,82332
5,82333
5,82334
5,82337
5,82345
5,82351
3,82360
5,82365
5,82383
5,82384
5,82387
5,82388
5,82390
5,82397
5,82401
5,82404
5,82412
5,82417
5,82419
5,82420
5,82421
5,82426
5,82428
5,82429
5,82430
5,82432
5,82434
5,82435
5,82441
5,82442
5,82444
5,82446
5,82449
5,82451
5,82454
5,82456
5,82457
5,82459
5,82462
0,82466
5,82467
5,82468
5,82469
5,82470
5,82471
5,82474
5,82476
5,82478
5,82481
2,82483
5,82485
5,82487
5,82489
5,82492
5,82497
5,82498
0,82500
5,82505
5,82507
5,82508
5,82509
5,82516
5,82520
0,82521
5,82525
5,82528
5,82529
5,82531
5,82534
5,82544
5,82545
5,82553
5,82555
5,82556
5,82558
5,82560
5,82565
5,82567
5,82569
5,82571
5,82575
5,82577
0,82588
5,82589
5,82593
5,82597
5,82601
5,82602
2,82604
5,82605
5,82607
5,82610
5,82611
4,82613
5,82616
5,82621
5,82622
5,82626
5,82628
5,82631
5,82636
1,82644
5,82647
0,82648
5,82668
5,82673
5,82683
5,82686
5,82688
2,82693
5,82694
5,82697
5,82699
4,82703
5,82704
5,82705
5,82710
5,82714
0,82715
5,82716
5,82727
5,82728
1,82731
5,82735
0,82737
5,82738
4,82741
0,82743
5,82749
5,82754
1,82763
4,82764
5,82765
5,82767
0,82768
5,82772
5,82776
5,82782
5,82786
5,82794
5,82804
5,82808
5,82809
5,82820
5,82824
5,82825
0,82838
5,82841
5,82842
1,82846
4,82848
3,82850
5,82852
5,82858
5,82865
5,82871
5,82872
5,82878
5,82879
5,82887
0,82891
5,82892
5,82894
5,82901
5,82902
5,82903
5,82904
5,82906
5,82912
5,82914
0,82928
5,82934
5,82940
5,82941
0,82944
5,82947
5,82953
5,82954
5,82962
5,82964
5,82966
5,82968
5,82978
5,82987
0,83002
5,83003
5,83016
5,83019
5,83022
3,83023
5,83030
5,83032
5,83036
0,83049
2,83055
5,83059
5,83061
0,83065
5,83068
5,83072
5,83074
5,83080
5,83085
5,83088
5,83091
5,83093
0,83100
5,83110
5,83115
5,83122
5,83125
5,83126
5,83133
5,83135
5,83145
0,83147
5,83148
5,83149
5,83152
5,83153
5,83155
5,83156
4,83157
3,83168
1,83171
5,83172
5,83174
5,83176
5,83178
5,83185
5,83189
5,83190
5,83191
3,83192
2,83195
5,83200
5,83201
5,83203
5,83206
5,83207
5,83210
5,83213
5,83221
5,83235
0,83238
5,83243
2,83244
5,83246
5,83251
3,83254
5,83257
0,83258
5,83262
5,83264
5,83270
0,83273
5,83274
5,83275
0,83276
5,83277
5,83278
5,83280
5,83282
5,83285
0,83286
0,83290
5,83292
5,83296
5,83300
5,83303
5,83304
5,83308
5,83314
5,83318
5,83319
5,83323
5,83331
0,83335
5,83336
5,83337
5,83338
0,83340
5,83350
5,83351
5,83352
0,83353
5,83356
5,83360
5,83363
5,83366
5,83367
5,83374
1,83380
5,83382
5,83384
5,83386
5,83387
5,83390
5,83395
5,83399
5,83404
5,83408
5,83422
5,83434
0,83436
5,83445
0,83451
0,83452
5,83454
5,83459
0,83460
5,83462
5,83463
5,83466
1,83473
5,83474
5,83475
5,83477
5,83486
5,83496
5,83498
5,83499
0,83500
3,83502
5,83503
5,83506
5,83513
5,83516
0,83523
5,83529
5,83535
5,83537
5,83539
5,83542
5,83546
5,83547
5,83550
5,83551
5,83553
5,83555
5,83557
0,83559
3,83566
5,83569
5,83571
5,83572
5,83575
5,83577
5,83579
5,83581
5,83582
5,83583
5,83585
5,83592
5,83595
5,83596
5,83602
5,83605
5,83606
5,83608
5,83610
5,83611
2,83613
5,83615
5,83616
5,83618
5,83620
5,83622
5,83623
3,83624
5,83629
5,83637
5,83638
5,83639
4,83640
5,83642
5,83646
5,83647
5,83650
5,83662
0,83665
5,83666
5,83667
5,83668
4,83670
5,83672
5,83673
0,83676
5,83677
5,83678
5,83679
5,83686
5,83691
0,83694
5,83696
5,83698
3,83703
5,83707
5,83712
5,83713
5,83716
5,83717
5,83718
5,83725
5,83731
5,83732
5,83733
5,83741
5,83742
5,83752
5,83753
5,83754
5,83757
5,83759
5,83761
5,83767
5,83771
5,83776
2,83777
5,83780
5,83782
0,83786
5,83797
5,83801
5,83802
5,83804
5,83805
5,83809
5,83811
5,83813
5,83821
5,83823
5,83824
5,83829
5,83836
0,83843
0,83852
5,83856
0,83862
5,83871
5,83872
5,83875
5,83880
5,83895
5,83901
5,83906
4,83908
5,83914
3,83919
5,83925
5,83930
5,83931
5,83942
5,83947
2,83948
5,83949
5,83950
5,83964
5,83967
1,83968
0,83971
5,83972
5,83979
0,83984
5,83985
5,83986
5,83991
5,83993
5,83995
0,84000
3,84001
0,84002
5,84005
5,84007
0,84008
0,84014
5,84016
5,84017
0,84021
5,84037
5,84042
5,84067
5,84076
5,84084
5,84085
5,84088
5,84091
5,84099
5,84104
5,84106
5,84113
5,84115
5,84117
5,84118
5,84123
0,84137
5,84139
0,84140
5,84142
0,84163
5,84169
5,84171
5,84172
5,84174
5,84175
5,84176
5,84177
5,84179
5,84180
5,84183
5,84185
5,84186
0,84188
5,84189
5,84193
0,84203
5,84208
5,84217
5,84221
5,84222
5,84227
5,84228
5,84230
5,84231
5,84236
5,84243
5,84249
5,84252
5,84253
5,84255
5,84258
5,84265
5,84273
5,84278
5,84281
0,84284
5,84286
5,84289
5,84291
5,84293
0,84297
5,84306
5,84307
5,84312
5,84319
5,84320
5,84326
5,84327
5,84333
5,84337
5,84346
5,84347
5,84348
0,84349
5,84352
5,84360
5,84362
5,84364
5,84365
5,84372
5,84373
5,84374
5,84375
5,84378
5,84379
5,84380
5,84382
3,84385
1,84386
5,84391
5,84392
5,84393
5,84397
5,84399
5,84400
0,84402
5,84412
5,84418
5,84419
5,84421
5,84435
5,84439
5,84444
5,84448
5,84456
5,84457
5,84459
5,84466
5,84467
5,84468
5,84470
5,84480
5,84482
5,84485
5,84486
3,84489
5,84494
5,84496
5,84498
5,84499
5,84500
5,84502
5,84504
5,84509
5,84511
0,84515
0,84516
5,84522
5,84524
5,84529
5,84530
5,84535
3,84537
5,84538
5,84542
5,84559
5,84564
5,84566
5,84569
5,84574
5,84579
5,84580
5,84585
5,84586
5,84587
0,84588
5,84589
5,84591
5,84594
5,84596
5,84597
1,84598
4,84599
5,84602
5,84603
5,84608
5,84610
3,84611
5,84614
5,84618
5,84619
3,84620
5,84621
4,84623
5,84624
5,84627
5,84628
5,84629
5,84632
5,84633
5,84635
5,84636
5,84637
5,84638
5,84639
5,84640
5,84641
5,84642
5,84643
5,84644
5,84645
0,84646
5,84647
5,84648
5,84650
5,84654
5,84655
5,84656
5,84657
