cluster_id,cliente_id
5,84659
5,84660
5,84662
5,84663
5,84664
5,84665
5,84666
5,84667
5,84668
5,84669
5,84670
5,84671
5,84672
5,84673
5,84674
5,84676
5,84677
5,84678
3,84679
5,84680
0,84681
5,84682
5,84684
5,84685
5,84686
0,84688
5,84689
5,84690
5,84691
5,84692
5,84693
5,84695
5,84697
5,84698
5,84700
5,84701
5,84702
5,84703
5,84705
0,84706
5,84707
5,84709
5,84710
5,84711
5,84712
5,84713
5,84714
5,84715
5,84716
0,84717
5,84718
5,84720
5,84721
5,84722
5,84723
5,84724
5,84725
5,84726
5,84727
5,84728
5,84729
5,84730
5,84731
5,84732
5,84734
5,84735
5,84736
5,84737
5,84738
5,84739
5,84741
5,84742
5,84743
5,84746
5,84747
5,84750
5,84751
5,84752
5,84753
5,84754
5,84755
5,84756
5,84757
5,84758
5,84759
5,84760
5,84761
5,84762
5,84763
5,84764
5,84766
5,84767
5,84768
5,84770
5,84771
5,84772
5,84773
5,84774
0,84775
5,84776
5,84777
5,84780
0,84781
5,84782
5,84784
5,84785
5,84786
5,84787
5,84788
5,84789
5,84790
5,84791
5,84792
5,84793
5,84794
5,84795
5,84796
5,84798
5,84799
5,84800
5,84801
5,84803
5,84804
5,84806
5,84807
5,84809
0,84811
5,84812
5,84813
5,84814
5,84815
5,84816
5,84817
5,84818
5,84819
5,84820
5,84821
5,84822
5,84823
5,84824
5,84825
5,84826
5,84827
5,84828
5,84829
5,84830
5,84831
0,84832
5,84833
5,84835
5,84836
5,84837
5,84839
0,84840
5,84843
5,84844
0,84845
5,84846
5,84847
5,84848
5,84849
5,84850
4,84851
5,84852
5,84854
5,84855
5,84856
5,84857
5,84859
5,84860
5,84862
5,84863
5,84864
5,84865
5,84866
5,84868
5,84870
5,84872
5,84875
5,84876
5,84877
5,84878
5,84879
5,84880
5,84881
5,84882
5,84883
5,84884
5,84885
5,84888
5,84889
5,84890
5,84891
5,84892
5,84893
5,84896
5,84897
5,84898
5,84899
5,84901
5,84902
5,84903
5,84904
5,84905
5,84906
5,84907
5,84908
5,84911
5,84913
5,84914
5,84915
5,84916
5,84918
5,84919
5,84920
5,84921
5,84922
5,84923
0,84924
5,84925
5,84926
0,84928
5,84929
5,84932
1,84933
5,84935
5,84936
5,84937
5,84939
5,84940
5,84941
5,84942
5,84944
5,84946
5,84947
5,84948
5,84952
5,84953
5,84954
5,84955
5,84956
5,84957
5,84958
5,84961
5,84962
5,84964
5,84966
5,84967
5,84968
3,84969
5,84972
5,84973
5,84975
5,84976
5,84977
5,84978
5,84979
5,84980
5,84981
5,84982
5,84983
5,84984
5,84985
5,84986
5,84987
0,84988
5,84989
1,84990
5,84991
0,84992
5,84994
5,84996
5,84997
5,84998
5,84999
5,85001
5,85003
5,85004
5,85006
5,85007
5,85008
5,85009
5,85010
5,85011
5,85012
5,85013
0,85015
5,85016
5,85018
5,85020
5,85021
5,85022
2,85023
5,85024
5,85025
5,85026
5,85027
0,85028
5,85029
5,85030
5,85031
5,85032
5,85033
5,85034
5,85035
5,85036
5,85037
5,85038
5,85039
0,85040
0,85041
5,85042
5,85045
5,85049
5,85052
5,85053
5,85054
5,85055
5,85056
5,85058
5,85059
5,85060
5,85061
5,85062
5,85063
5,85064
5,85065
5,85066
5,85067
0,85068
5,85069
5,85070
5,85071
5,85072
5,85073
5,85077
5,85078
5,85079
5,85080
5,85081
5,85082
5,85084
5,85085
0,85086
5,85087
3,85088
5,85089
5,85090
5,85093
5,85094
5,85095
0,85096
5,85097
5,85098
5,85099
5,85100
5,85102
3,85103
5,85104
0,85105
0,85106
5,85107
5,85108
5,85111
0,85112
5,85113
5,85114
5,85116
5,85117
5,85118
5,85119
5,85120
5,85121
5,85123
5,85125
5,85126
5,85127
5,85128
5,85133
5,85134
5,85136
5,85137
0,85138
3,85139
5,85140
5,85141
5,85142
5,85143
5,85144
5,85145
5,85146
5,85147
5,85149
3,85150
5,85152
5,85154
5,85155
5,85156
1,85157
0,85159
5,85160
5,85161
5,85162
5,85163
5,85165
5,85166
5,85167
5,85168
5,85169
5,85170
5,85171
5,85172
5,85173
5,85174
5,85175
5,85176
0,85177
5,85178
0,85179
5,85180
5,85181
5,85182
5,85183
5,85184
5,85185
5,85186
5,85187
5,85188
1,85190
5,85191
5,85192
5,85193
5,85194
5,85196
5,85197
5,85198
5,85199
5,85201
5,85202
5,85203
5,85204
5,85205
5,85206
5,85207
5,85208
4,85209
5,85210
5,85211
5,85212
5,85213
5,85214
5,85215
5,85217
5,85220
5,85221
5,85222
5,85224
5,85225
5,85226
5,85229
5,85230
5,85231
5,85232
5,85233
5,85234
5,85235
5,85236
5,85237
5,85238
5,85239
5,85241
5,85242
5,85243
5,85244
5,85245
5,85246
5,85247
5,85248
5,85249
5,85250
5,85251
5,85252
5,85253
5,85254
5,85255
5,85256
5,85257
5,85258
5,85259
5,85260
5,85261
5,85262
5,85263
5,85266
5,85267
5,85268
5,85270
5,85271
5,85272
5,85274
3,85276
5,85277
5,85278
5,85279
5,85280
5,85281
5,85282
5,85284
5,85285
5,85286
5,85287
5,85288
0,85291
5,85294
5,85295
5,85297
5,85298
5,85299
5,85301
5,85303
5,85304
4,85305
5,85306
5,85307
5,85309
5,85312
5,85313
5,85314
5,85315
5,85316
5,85317
5,85318
5,85319
5,85320
5,85321
5,85322
5,85324
5,85325
5,85327
5,85329
5,85330
5,85331
5,85332
3,85333
5,85334
5,85335
5,85336
5,85337
2,85338
0,85339
5,85340
5,85341
5,85342
5,85343
5,85344
5,85346
5,85347
5,85348
5,85349
5,85350
5,85351
5,85352
5,85353
5,85354
5,85355
5,85356
5,85357
5,85358
0,85359
5,85360
5,85361
5,85362
5,85363
5,85364
5,85365
5,85366
0,85367
3,85368
5,85369
5,85370
5,85371
5,85373
5,85374
0,85375
5,85376
5,85377
5,85378
5,85379
5,85380
5,85381
5,85382
5,85383
5,85384
5,85385
5,85386
5,85387
0,85388
5,85389
5,85390
5,85391
5,85392
5,85393
5,85394
5,85395
5,85396
5,85397
1,85398
5,85399
5,85400
0,85401
5,85402
5,85403
5,85404
5,85405
0,85406
0,85407
5,85408
5,85409
5,85410
5,85411
5,85412
5,85413
5,85415
5,85416
5,85417
5,85418
5,85420
5,85421
5,85422
5,85424
0,85427
5,85429
0,85430
4,85431
5,85433
5,85436
5,85437
5,85439
5,85440
5,85441
5,85442
5,85443
5,85445
5,85446
5,85447
5,85448
5,85449
5,85452
5,85453
5,85454
1,85455
5,85456
5,85457
5,85458
5,85459
0,85461
5,85462
0,85463
5,85464
5,85465
5,85466
5,85467
5,85468
5,85469
0,85470
5,85471
5,85474
5,85475
5,85476
5,85477
5,85478
5,85479
5,85480
5,85481
5,85482
5,85483
5,85484
5,85486
5,85487
5,85488
5,85489
0,85490
5,85491
5,85492
5,85493
5,85494
5,85495
5,85496
5,85497
5,85498
0,85499
5,85500
5,85501
0,85502
5,85503
5,85504
5,85505
5,85506
5,85507
3,85508
5,85509
5,85510
5,85511
5,85512
0,85513
5,85514
5,85515
5,85517
5,85518
5,85519
5,85520
5,85521
5,85522
5,85523
5,85524
5,85526
5,85527
5,85528
5,85530
5,85531
5,85532
5,85533
5,85534
5,85536
5,85537
5,85538
5,85539
5,85540
5,85541
5,85542
5,85543
5,85544
5,85545
5,85546
5,85547
5,85548
5,85549
5,85550
5,85551
0,85552
5,85553
5,85554
5,85555
5,85557
5,85558
5,85559
5,85560
5,85561
5,85562
1,85563
0,85564
0,85565
5,85566
5,85568
5,85569
5,85570
5,85571
5,85572
5,85573
5,85574
5,85575
5,85576
5,85577
5,85578
5,85579
5,85580
5,85581
0,85582
5,85583
5,85584
5,85585
5,85586
5,85587
5,85588
5,85589
5,85590
5,85591
5,85592
5,85594
5,85595
5,85596
5,85597
5,85598
5,85599
0,85600
5,85601
5,85603
5,85604
5,85605
5,85607
5,85611
5,85612
5,85613
0,85614
0,85615
5,85616
5,85617
5,85618
5,85619
5,85620
5,85621
5,85622
5,85623
5,85624
5,85625
5,85626
5,85627
5,85628
5,85629
5,85630
5,85633
5,85634
5,85635
5,85636
5,85637
5,85638
5,85639
5,85640
1,85641
5,85642
5,85644
0,85645
5,85646
5,85647
5,85649
5,85650
5,85651
1,85652
5,85653
5,85655
1,85657
0,85658
5,85660
5,85661
5,85662
5,85663
5,85664
5,85665
5,85666
3,85668
5,85670
5,85671
5,85672
5,85673
5,85675
5,85676
5,85677
0,85679
5,85680
5,85681
5,85683
5,85685
1,85687
5,85688
5,85689
5,85690
5,85691
5,85692
5,85693
5,85694
5,85695
5,85696
5,85697
5,85698
5,85699
5,85701
5,85702
1,85703
5,85704
5,85705
5,85706
5,85707
5,85708
5,85709
5,85710
5,85711
5,85712
5,85713
5,85714
5,85715
5,85717
5,85718
5,85719
5,85720
5,85721
0,85722
5,85723
5,85724
5,85725
5,85726
5,85728
0,85729
5,85730
5,85731
5,85732
1,85733
5,85734
5,85735
5,85736
4,85737
5,85740
5,85741
5,85742
5,85743
0,85744
1,85745
5,85746
5,85747
5,85748
5,85749
5,85750
5,85751
5,85752
5,85753
5,85754
0,85755
0,85756
5,85757
1,85758
1,85759
5,85760
5,85761
5,85762
5,85763
5,85764
5,85765
5,85766
5,85767
5,85770
0,85771
5,85772
5,85773
5,85774
5,85776
0,85777
5,85778
5,85779
5,85780
5,85781
5,85782
5,85783
5,85784
5,85785
5,85787
5,85788
4,85789
4,85790
5,85791
5,85792
5,85793
5,85794
5,85795
5,85797
5,85798
1,85799
0,85800
5,85801
5,85804
5,85806
5,85807
5,85808
5,85809
5,85810
1,85811
5,85812
5,85813
5,85814
5,85815
5,85816
5,85817
5,85818
5,85819
5,85820
1,85821
5,85822
1,85823
5,85824
5,85825
5,85826
5,85827
5,85828
5,85829
5,85830
5,85831
0,85832
5,85833
0,85834
5,85835
5,85836
5,85837
5,85838
5,85839
5,85840
5,85841
5,85842
5,85843
5,85844
0,85846
5,85848
5,85850
5,85851
5,85852
5,85853
5,85854
5,85855
5,85856
0,85857
1,85858
5,85859
5,85860
5,85862
5,85863
5,85864
5,85865
5,85866
5,85867
5,85868
5,85870
0,85871
5,85872
5,85873
5,85874
5,85875
5,85878
5,85880
5,85881
5,85882
5,85883
5,85884
5,85885
5,85887
5,85888
5,85889
5,85890
5,85891
5,85893
5,85894
5,85895
5,85896
5,85897
5,85898
5,85899
5,85902
5,85903
5,85904
5,85905
5,85906
5,85909
5,85910
5,85911
5,85912
1,85913
5,85914
5,85915
5,85916
5,85917
5,85918
2,85919
5,85920
5,85923
1,85924
1,85925
5,85926
5,85927
5,85928
5,85929
5,85931
5,85932
5,85933
1,85934
5,85935
5,85936
5,85937
5,85938
5,85939
5,85940
5,85941
1,85943
5,85947
5,85948
5,85949
5,85950
5,85951
1,85953
5,85954
5,85956
5,85957
5,85958
5,85959
5,85960
5,85961
1,85962
5,85963
5,85964
5,85965
5,85966
5,85967
5,85968
5,85969
5,85970
5,85971
5,85972
5,85973
5,85974
5,85976
5,85977
5,85979
5,85981
5,85982
5,85983
5,85984
5,85985
1,85986
5,85987
5,85988
0,85989
5,85990
5,85991
1,85992
5,85994
5,85997
5,85998
5,85999
5,86000
5,86001
5,86002
5,86003
5,86005
5,86006
5,86007
5,86008
5,86009
5,86010
5,86011
1,86012
5,86013
5,86014
5,86015
5,86016
5,86017
5,86018
5,86019
5,86020
5,86021
5,86022
1,86023
5,86024
5,86025
5,86026
5,86027
5,86030
0,86031
5,86033
5,86036
5,86037
0,86038
5,86039
5,86040
5,86041
0,86042
5,86043
5,86045
5,86046
5,86048
5,86049
5,86051
5,86052
5,86053
5,86054
5,86055
5,86057
0,86059
5,86060
5,86063
5,86064
0,86065
5,86066
1,86067
5,86069
5,86070
5,86071
5,86072
5,86075
5,86076
0,86077
5,86078
5,86079
5,86080
5,86081
5,86082
5,86083
5,86084
5,86085
0,86087
5,86089
5,86090
5,86091
5,86092
5,86094
5,86095
5,86096
5,86097
5,86098
5,86099
5,86100
5,86101
5,86102
5,86104
5,86105
5,86106
5,86108
5,86109
1,86110
5,86112
5,86113
5,86114
5,86115
5,86117
5,86118
5,86120
5,86121
5,86122
5,86123
5,86124
5,86125
5,86126
5,86127
5,86128
5,86130
5,86131
5,86133
1,86134
5,86135
5,86136
5,86137
5,86138
5,86139
5,86140
5,86141
5,86142
5,86143
5,86144
5,86145
5,86146
1,86148
5,86149
5,86150
5,86151
5,86152
1,86153
5,86154
5,86155
0,86156
5,86157
5,86158
5,86159
5,86160
0,86161
5,86162
5,86164
5,86165
5,86166
5,86169
5,86170
5,86171
5,86172
5,86173
5,86174
5,86175
5,86176
5,86177
5,86178
5,86179
5,86180
5,86181
5,86182
5,86183
1,86184
5,86185
5,86186
5,86187
5,86189
5,86190
1,86191
5,86192
5,86193
5,86194
5,86195
5,86196
5,86197
5,86198
5,86199
5,86200
5,86201
5,86202
5,86203
5,86204
1,86205
5,86206
5,86207
2,86208
1,86209
5,86210
5,86211
5,86212
5,86213
5,86214
5,86215
5,86218
5,86219
5,86220
5,86221
5,86222
5,86223
5,86225
5,86226
5,86227
5,86228
5,86229
5,86230
5,86231
5,86234
5,86236
5,86238
5,86239
5,86240
5,86241
5,86242
5,86244
5,86245
5,86246
5,86247
5,90016
5,90099
5,90174
5,90251
5,90265
5,90384
5,90406
5,90429
5,90445
5,90451
5,90509
5,90692
5,90694
5,90708
3,90742
5,90751
5,90790
2,90792
5,90852
4,90866
3,90876
5,90882
5,90944
5,90949
5,91837
5,91857
4,91863
0,91876
0,91883
5,91884
5,91891
5,91893
5,91901
0,91905
5,97101
5,97143
5,97148
0,98018
5,98022
5,98024
5,98026
0,98027
5,98156
5,98317
5,98406
