cliente_id,fecha_mes,cluster_id,precio_total,cantidad,marca_id_encoded,precio_total_lag_1,precio_total_lag_2,precio_total_lag_3,precio_total_lag_4,precio_total_lag_5,precio_total_lag_6,precio_total_lag_7,precio_total_lag_8,precio_total_lag_9,precio_total_lag_10,precio_total_lag_11,precio_total_lag_12,precio_total_lag_13,precio_total_lag_14,precio_total_lag_15,precio_total_lag_16,precio_total_lag_17,precio_total_lag_18,precio_total_lag_19,precio_total_lag_20,precio_total_lag_21,precio_total_lag_22,precio_total_lag_23,precio_total_lag_24,mes,año
2484,2024-01-01,1,,,15,0.0,389.25,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,1207.95,241.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.55,472.725,73.725,0.0,0.0,1,2024
2484,2024-01-01,1,,,40,901.615,0.0,0.0,0.0,349.70000000000005,0.0,48.295,373.16499999999996,252.91500000000002,542.555,3970.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.59,0.0,0.0,1,2024
2484,2024-01-01,1,,,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2024
2484,2024-01-01,1,,,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2024
2484,2024-02-01,1,,,15,0.0,0.0,389.25,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,1207.95,241.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.55,472.725,73.725,0.0,2,2024
2484,2024-02-01,1,,,40,0.0,901.615,0.0,0.0,0.0,349.70000000000005,0.0,48.295,373.16499999999996,252.91500000000002,542.555,3970.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.59,0.0,2,2024
2484,2024-02-01,1,,,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2024
2484,2024-02-01,1,,,288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2024
2484,2024-03-01,1,,,15,0.0,0.0,0.0,389.25,0.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,1207.95,241.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.55,472.725,73.725,3,2024
2484,2024-03-01,1,,,40,0.0,0.0,901.615,0.0,0.0,0.0,349.70000000000005,0.0,48.295,373.16499999999996,252.91500000000002,542.555,3970.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.59,3,2024
